Herb Name,Parts Used in Treatment,Disease,Symptoms/Condition,Therapeutic Uses,Formulation,Dosage (mg),Administration Guidelines,Pharmacological Property,Side Effects,Prakriti,Dosha
Triphala,Root,Mental Stress,Fatigue,Immune Booster,Capsules,189,Consume after meals,Analgesic,None,Vata,Kapha
Haritaki,Flower,Respiratory Issues,Indigestion,Anti-inflammatory,Churna,276,Consume after meals,Antiviral,None,Tridosha,Vata
Haritaki,Leaf,Diabetes,Indigestion,Detoxification,Decoction,350,Take with warm water,Analgesic,Allergic Reaction,Pitta-Kapha,Pitta
Brahmi,Leaf,Inflammation,Fever,Immune Booster,Churna,596,Consume after meals,Analgesic,Drowsiness,Pitta,Pitta
Neem,Seed,Inflammation,Headache,Detoxification,Capsules,439,Consume after meals,Antibacterial,Drowsiness,Kapha,Pitta
Guggul,Fruit,Arthritis,Cough,Immune Booster,Churna,637,Take with warm water,Analgesic,Stomach Upset,Vata,Pitta
Tulsi,Fruit,Skin Diseases,Indigestion,Anti-inflammatory,Churna,370,Consume after meals,Adaptogenic,Mild Nausea,Pitta,Pitta
Triphala,Seed,Skin Diseases,Cough,Detoxification,Decoction,627,Take with warm water,Analgesic,Mild Nausea,Pitta-Kapha,Pitta
Neem,Flower,Arthritis,Fever,Immune Booster,Tablets,995,Mix with honey,Antibacterial,Allergic Reaction,Vata,Pitta
Ashwagandha,Seed,Arthritis,Fatigue,Detoxification,Capsules,882,Take with warm water,Antiviral,Allergic Reaction,Tridosha,Vata
Brahmi,Root,Digestive Disorders,Skin Rashes,Immune Booster,Oil,786,Mix with honey,Antiviral,Drowsiness,Vata,Pitta
Amla,Bark,Skin Diseases,Headache,Digestive Aid,Tablets,261,Consume after meals,Analgesic,Drowsiness,Vata-Pitta,Kapha
Ashwagandha,Flower,Mental Stress,Anxiety,Immune Booster,Oil,855,Take with warm water,Antifungal,Allergic Reaction,Vata-Kapha,Kapha
Haritaki,Bark,Digestive Disorders,Fatigue,Anti-inflammatory,Powder,601,Take with warm water,Antipyretic,Stomach Upset,Vata-Pitta,Kapha
Guggul,Flower,Skin Diseases,Fever,Digestive Aid,Oil,696,Take on an empty stomach,Antipyretic,Mild Nausea,Vata,Vata
Guggul,Bark,Diabetes,Fever,Antioxidant,Powder,100,Take on an empty stomach,Analgesic,Drowsiness,Vata,Pitta
Neem,Seed,Respiratory Issues,Headache,Antioxidant,Capsules,626,Take with warm water,Analgesic,Mild Nausea,Kapha,Vata
Triphala,Leaf,Arthritis,Fever,Mental Calmness,Capsules,532,Consume after meals,Antibacterial,Mild Nausea,Kapha,Vata
Ashwagandha,Flower,Arthritis,Anxiety,Antioxidant,Churna,920,Take on an empty stomach,Adaptogenic,Stomach Upset,Pitta-Kapha,Vata
Triphala,Bark,Inflammation,Joint Pain,Digestive Aid,Tablets,537,Take on an empty stomach,Antibacterial,None,Kapha,Pitta
Ashwagandha,Flower,Diabetes,Fatigue,Immune Booster,Capsules,933,Take on an empty stomach,Antipyretic,Drowsiness,Pitta-Kapha,Kapha
Amla,Leaf,Inflammation,Joint Pain,Mental Calmness,Powder,291,Consume after meals,Antifungal,None,Kapha,Kapha
Guggul,Leaf,Respiratory Issues,Anxiety,Immune Booster,Capsules,211,Take on an empty stomach,Analgesic,Stomach Upset,Kapha,Kapha
Haritaki,Fruit,Respiratory Issues,Headache,Anti-inflammatory,Churna,109,Take on an empty stomach,Antibacterial,None,Vata-Kapha,Pitta
Triphala,Bark,Respiratory Issues,Fever,Detoxification,Powder,311,Take on an empty stomach,Antipyretic,Stomach Upset,Kapha,Kapha
Neem,Fruit,Skin Diseases,Headache,Digestive Aid,Tablets,116,Take on an empty stomach,Antiviral,Drowsiness,Vata-Pitta,Vata
Amla,Flower,Diabetes,Headache,Digestive Aid,Powder,810,Mix with honey,Antifungal,Drowsiness,Vata,Kapha
Ashwagandha,Flower,Respiratory Issues,Skin Rashes,Immune Booster,Churna,740,Consume after meals,Analgesic,None,Kapha,Pitta
Haritaki,Seed,Digestive Disorders,Skin Rashes,Detoxification,Oil,788,Take on an empty stomach,Analgesic,None,Pitta-Kapha,Pitta
Shatavari,Leaf,Diabetes,Headache,Immune Booster,Capsules,703,Consume after meals,Antibacterial,Drowsiness,Kapha,Vata
Amla,Root,Arthritis,Anxiety,Immune Booster,Tablets,767,Mix with honey,Adaptogenic,None,Vata,Kapha
Neem,Leaf,Skin Diseases,Headache,Mental Calmness,Decoction,356,Consume after meals,Antifungal,Stomach Upset,Vata,Vata
Amla,Bark,Respiratory Issues,Anxiety,Detoxification,Powder,612,Take with warm water,Antifungal,None,Pitta,Vata
Shatavari,Bark,Diabetes,Joint Pain,Antioxidant,Capsules,157,Take with warm water,Antipyretic,Stomach Upset,Pitta,Vata
Triphala,Bark,Digestive Disorders,Joint Pain,Antioxidant,Powder,275,Take with warm water,Analgesic,Allergic Reaction,Vata,Vata
Haritaki,Fruit,Skin Diseases,Indigestion,Mental Calmness,Churna,701,Consume after meals,Antibacterial,None,Tridosha,Pitta
Triphala,Bark,Arthritis,Fatigue,Immune Booster,Oil,888,Consume after meals,Antiviral,Allergic Reaction,Vata,Kapha
Amla,Flower,Inflammation,Joint Pain,Mental Calmness,Tablets,262,Take with warm water,Analgesic,None,Tridosha,Vata
Haritaki,Root,Diabetes,Fever,Anti-inflammatory,Oil,836,Take on an empty stomach,Antipyretic,None,Vata-Kapha,Pitta
Guggul,Fruit,Mental Stress,Anxiety,Mental Calmness,Powder,653,Mix with honey,Antiviral,Mild Nausea,Vata-Kapha,Vata
Shatavari,Flower,Digestive Disorders,Indigestion,Digestive Aid,Powder,898,Take with warm water,Analgesic,None,Pitta-Kapha,Kapha
Neem,Leaf,Skin Diseases,Fever,Mental Calmness,Oil,737,Mix with honey,Analgesic,Mild Nausea,Vata,Pitta
Triphala,Seed,Diabetes,Cough,Immune Booster,Decoction,230,Take on an empty stomach,Antifungal,Mild Nausea,Pitta-Kapha,Vata
Amla,Seed,Digestive Disorders,Cough,Immune Booster,Decoction,559,Take with warm water,Antibacterial,Allergic Reaction,Vata,Pitta
Ashwagandha,Leaf,Skin Diseases,Skin Rashes,Detoxification,Oil,256,Consume after meals,Antipyretic,Drowsiness,Vata-Kapha,Pitta
Guggul,Root,Arthritis,Fever,Anti-inflammatory,Capsules,868,Take on an empty stomach,Antibacterial,Mild Nausea,Vata,Kapha
Manjistha,Flower,Diabetes,Headache,Antioxidant,Powder,807,Take with warm water,Antifungal,None,Pitta,Kapha
Guggul,Seed,Skin Diseases,Headache,Detoxification,Decoction,920,Take on an empty stomach,Adaptogenic,Drowsiness,Pitta,Vata
Shatavari,Fruit,Inflammation,Joint Pain,Digestive Aid,Churna,440,Take with warm water,Antiviral,None,Vata,Pitta
Brahmi,Bark,Skin Diseases,Skin Rashes,Immune Booster,Churna,325,Take on an empty stomach,Adaptogenic,Allergic Reaction,Vata,Pitta
Amla,Flower,Skin Diseases,Skin Rashes,Antioxidant,Powder,557,Mix with honey,Antifungal,None,Pitta-Kapha,Kapha
Triphala,Leaf,Respiratory Issues,Indigestion,Anti-inflammatory,Capsules,164,Consume after meals,Antipyretic,None,Kapha,Pitta
Amla,Bark,Arthritis,Joint Pain,Digestive Aid,Oil,638,Take with warm water,Adaptogenic,Drowsiness,Pitta-Kapha,Kapha
Haritaki,Root,Skin Diseases,Fever,Anti-inflammatory,Decoction,951,Consume after meals,Adaptogenic,Stomach Upset,Vata-Pitta,Vata
Tulsi,Flower,Inflammation,Fever,Digestive Aid,Capsules,143,Mix with honey,Antiviral,None,Vata-Kapha,Vata
Brahmi,Fruit,Inflammation,Skin Rashes,Immune Booster,Churna,753,Take on an empty stomach,Analgesic,Mild Nausea,Vata-Kapha,Pitta
Ashwagandha,Leaf,Diabetes,Indigestion,Digestive Aid,Churna,205,Mix with honey,Antibacterial,Allergic Reaction,Vata-Pitta,Vata
Neem,Flower,Respiratory Issues,Fever,Immune Booster,Churna,628,Mix with honey,Antibacterial,Drowsiness,Vata-Pitta,Kapha
Ashwagandha,Bark,Inflammation,Cough,Digestive Aid,Powder,683,Consume after meals,Analgesic,Drowsiness,Vata-Kapha,Kapha
Guggul,Seed,Respiratory Issues,Skin Rashes,Antioxidant,Tablets,533,Mix with honey,Antiviral,Allergic Reaction,Pitta,Pitta
Tulsi,Bark,Inflammation,Fever,Anti-inflammatory,Powder,646,Take with warm water,Antifungal,Drowsiness,Pitta,Vata
Haritaki,Root,Diabetes,Anxiety,Anti-inflammatory,Capsules,906,Take on an empty stomach,Antipyretic,Stomach Upset,Tridosha,Pitta
Shatavari,Fruit,Respiratory Issues,Skin Rashes,Anti-inflammatory,Powder,906,Take with warm water,Adaptogenic,Drowsiness,Tridosha,Pitta
Amla,Bark,Diabetes,Joint Pain,Mental Calmness,Oil,489,Mix with honey,Analgesic,Stomach Upset,Tridosha,Pitta
Amla,Flower,Digestive Disorders,Headache,Detoxification,Churna,516,Take with warm water,Antibacterial,Drowsiness,Vata,Vata
Haritaki,Leaf,Skin Diseases,Headache,Detoxification,Decoction,571,Consume after meals,Antiviral,Drowsiness,Vata-Kapha,Pitta
Shatavari,Leaf,Respiratory Issues,Anxiety,Immune Booster,Powder,412,Take on an empty stomach,Adaptogenic,None,Vata-Kapha,Kapha
Manjistha,Leaf,Respiratory Issues,Anxiety,Mental Calmness,Churna,705,Mix with honey,Antifungal,None,Vata-Pitta,Vata
Shatavari,Bark,Inflammation,Cough,Anti-inflammatory,Oil,185,Take on an empty stomach,Antibacterial,None,Pitta,Kapha
Haritaki,Bark,Inflammation,Cough,Detoxification,Capsules,976,Take with warm water,Antifungal,None,Vata-Kapha,Vata
Amla,Flower,Skin Diseases,Cough,Anti-inflammatory,Churna,646,Take with warm water,Adaptogenic,None,Vata-Pitta,Vata
Ashwagandha,Root,Inflammation,Fever,Digestive Aid,Tablets,742,Consume after meals,Adaptogenic,None,Vata-Pitta,Kapha
Tulsi,Bark,Arthritis,Cough,Detoxification,Oil,702,Mix with honey,Adaptogenic,Allergic Reaction,Vata-Pitta,Kapha
Shatavari,Fruit,Mental Stress,Fatigue,Immune Booster,Churna,385,Take on an empty stomach,Antiviral,Mild Nausea,Vata,Kapha
Guggul,Root,Mental Stress,Anxiety,Detoxification,Oil,763,Consume after meals,Adaptogenic,Allergic Reaction,Vata-Pitta,Pitta
Amla,Leaf,Skin Diseases,Headache,Anti-inflammatory,Tablets,966,Consume after meals,Antiviral,Stomach Upset,Pitta-Kapha,Vata
Neem,Fruit,Arthritis,Indigestion,Digestive Aid,Decoction,164,Take on an empty stomach,Antifungal,Stomach Upset,Vata-Pitta,Kapha
Tulsi,Flower,Diabetes,Indigestion,Digestive Aid,Oil,459,Consume after meals,Adaptogenic,None,Vata-Kapha,Kapha
Neem,Root,Diabetes,Fever,Anti-inflammatory,Capsules,494,Mix with honey,Analgesic,Stomach Upset,Pitta,Vata
Tulsi,Fruit,Digestive Disorders,Headache,Antioxidant,Decoction,821,Consume after meals,Analgesic,None,Kapha,Kapha
Guggul,Leaf,Mental Stress,Headache,Immune Booster,Capsules,187,Mix with honey,Antifungal,Drowsiness,Kapha,Pitta
Guggul,Fruit,Digestive Disorders,Joint Pain,Digestive Aid,Capsules,239,Mix with honey,Antifungal,Mild Nausea,Kapha,Kapha
Guggul,Leaf,Inflammation,Fever,Immune Booster,Decoction,590,Consume after meals,Antiviral,Allergic Reaction,Pitta,Pitta
Brahmi,Root,Mental Stress,Fever,Mental Calmness,Powder,145,Mix with honey,Antiviral,None,Tridosha,Vata
Tulsi,Fruit,Mental Stress,Skin Rashes,Mental Calmness,Capsules,687,Mix with honey,Antibacterial,Allergic Reaction,Vata-Kapha,Vata
Manjistha,Root,Mental Stress,Fatigue,Immune Booster,Decoction,884,Take with warm water,Antipyretic,Mild Nausea,Vata,Pitta
Triphala,Bark,Respiratory Issues,Fatigue,Detoxification,Oil,617,Take on an empty stomach,Antipyretic,Mild Nausea,Vata-Pitta,Kapha
Haritaki,Root,Mental Stress,Skin Rashes,Digestive Aid,Powder,348,Mix with honey,Antibacterial,Allergic Reaction,Tridosha,Vata
Ashwagandha,Fruit,Digestive Disorders,Indigestion,Immune Booster,Capsules,471,Consume after meals,Antibacterial,None,Vata-Kapha,Vata
Amla,Seed,Skin Diseases,Cough,Mental Calmness,Capsules,959,Mix with honey,Antifungal,Stomach Upset,Tridosha,Kapha
Ashwagandha,Seed,Inflammation,Anxiety,Digestive Aid,Oil,397,Mix with honey,Analgesic,None,Pitta,Kapha
Ashwagandha,Root,Skin Diseases,Headache,Immune Booster,Churna,499,Take on an empty stomach,Adaptogenic,None,Vata,Pitta
Guggul,Leaf,Diabetes,Headache,Antioxidant,Churna,398,Take on an empty stomach,Antibacterial,Allergic Reaction,Vata-Kapha,Vata
Haritaki,Fruit,Mental Stress,Skin Rashes,Digestive Aid,Tablets,291,Take with warm water,Antipyretic,Allergic Reaction,Vata-Pitta,Vata
Brahmi,Fruit,Diabetes,Fever,Detoxification,Oil,271,Consume after meals,Antipyretic,None,Pitta-Kapha,Vata
Manjistha,Flower,Arthritis,Fatigue,Immune Booster,Capsules,198,Take on an empty stomach,Antibacterial,None,Vata-Kapha,Kapha
Brahmi,Bark,Skin Diseases,Anxiety,Detoxification,Decoction,874,Take with warm water,Antipyretic,Stomach Upset,Vata,Pitta
Triphala,Flower,Inflammation,Fever,Immune Booster,Powder,711,Consume after meals,Antipyretic,None,Vata,Pitta
Neem,Flower,Respiratory Issues,Cough,Detoxification,Capsules,202,Consume after meals,Analgesic,None,Vata-Pitta,Vata
Haritaki,Root,Digestive Disorders,Joint Pain,Anti-inflammatory,Capsules,930,Take on an empty stomach,Antiviral,Allergic Reaction,Pitta,Vata
Neem,Bark,Digestive Disorders,Anxiety,Digestive Aid,Decoction,868,Take with warm water,Antiviral,Drowsiness,Pitta,Vata
Ashwagandha,Seed,Digestive Disorders,Headache,Antioxidant,Powder,165,Take on an empty stomach,Antipyretic,None,Pitta,Vata
Ashwagandha,Seed,Respiratory Issues,Anxiety,Digestive Aid,Tablets,984,Consume after meals,Antiviral,Mild Nausea,Vata-Kapha,Kapha
Neem,Flower,Skin Diseases,Joint Pain,Detoxification,Tablets,103,Consume after meals,Antifungal,None,Tridosha,Kapha
Ashwagandha,Root,Digestive Disorders,Indigestion,Detoxification,Powder,469,Take on an empty stomach,Antibacterial,Drowsiness,Vata-Kapha,Pitta
Ashwagandha,Flower,Skin Diseases,Indigestion,Anti-inflammatory,Churna,805,Take on an empty stomach,Antipyretic,Stomach Upset,Vata,Kapha
Brahmi,Leaf,Diabetes,Fever,Digestive Aid,Churna,682,Consume after meals,Analgesic,Allergic Reaction,Kapha,Kapha
Brahmi,Flower,Digestive Disorders,Indigestion,Antioxidant,Tablets,983,Take with warm water,Antipyretic,Stomach Upset,Pitta,Pitta
Haritaki,Fruit,Skin Diseases,Anxiety,Immune Booster,Powder,595,Mix with honey,Antifungal,None,Kapha,Kapha
Tulsi,Flower,Respiratory Issues,Skin Rashes,Detoxification,Decoction,111,Consume after meals,Analgesic,None,Vata,Vata
Amla,Leaf,Respiratory Issues,Headache,Anti-inflammatory,Tablets,321,Take with warm water,Antibacterial,None,Vata,Vata
Guggul,Flower,Arthritis,Anxiety,Detoxification,Capsules,166,Take on an empty stomach,Antibacterial,Mild Nausea,Pitta-Kapha,Kapha
Amla,Bark,Mental Stress,Anxiety,Anti-inflammatory,Decoction,826,Take with warm water,Antipyretic,Mild Nausea,Vata,Pitta
Shatavari,Leaf,Diabetes,Headache,Immune Booster,Capsules,801,Mix with honey,Antiviral,Drowsiness,Pitta-Kapha,Pitta
Manjistha,Root,Respiratory Issues,Fever,Mental Calmness,Decoction,345,Consume after meals,Antipyretic,Allergic Reaction,Pitta-Kapha,Vata
Triphala,Flower,Digestive Disorders,Joint Pain,Detoxification,Decoction,413,Take with warm water,Adaptogenic,Allergic Reaction,Vata-Pitta,Kapha
Amla,Seed,Respiratory Issues,Joint Pain,Antioxidant,Tablets,179,Take on an empty stomach,Antipyretic,Mild Nausea,Pitta,Kapha
Brahmi,Bark,Arthritis,Indigestion,Immune Booster,Churna,996,Consume after meals,Antibacterial,Drowsiness,Vata-Pitta,Vata
Tulsi,Fruit,Respiratory Issues,Fever,Immune Booster,Oil,922,Consume after meals,Antipyretic,None,Kapha,Pitta
Triphala,Seed,Diabetes,Cough,Anti-inflammatory,Oil,347,Mix with honey,Analgesic,Allergic Reaction,Vata-Kapha,Vata
Amla,Seed,Digestive Disorders,Skin Rashes,Digestive Aid,Churna,225,Take with warm water,Antifungal,None,Tridosha,Kapha
Neem,Seed,Mental Stress,Cough,Detoxification,Powder,109,Mix with honey,Antifungal,Allergic Reaction,Vata-Pitta,Kapha
Amla,Bark,Respiratory Issues,Fever,Digestive Aid,Tablets,156,Take on an empty stomach,Antipyretic,Stomach Upset,Pitta-Kapha,Kapha
Brahmi,Leaf,Mental Stress,Headache,Detoxification,Capsules,250,Consume after meals,Antifungal,Allergic Reaction,Tridosha,Vata
Manjistha,Flower,Arthritis,Fever,Detoxification,Oil,543,Mix with honey,Antipyretic,Mild Nausea,Kapha,Kapha
Triphala,Leaf,Digestive Disorders,Fever,Anti-inflammatory,Tablets,720,Take with warm water,Analgesic,Allergic Reaction,Pitta-Kapha,Vata
Guggul,Leaf,Diabetes,Indigestion,Immune Booster,Churna,327,Take on an empty stomach,Antifungal,Mild Nausea,Kapha,Kapha
Guggul,Seed,Arthritis,Fever,Antioxidant,Tablets,275,Consume after meals,Antipyretic,Mild Nausea,Vata-Kapha,Pitta
Tulsi,Bark,Skin Diseases,Fever,Anti-inflammatory,Oil,177,Take on an empty stomach,Antipyretic,Drowsiness,Pitta,Kapha
Amla,Root,Mental Stress,Indigestion,Immune Booster,Tablets,899,Take on an empty stomach,Analgesic,None,Kapha,Kapha
Shatavari,Leaf,Digestive Disorders,Skin Rashes,Anti-inflammatory,Capsules,916,Take on an empty stomach,Antifungal,Drowsiness,Vata-Pitta,Kapha
Neem,Fruit,Respiratory Issues,Cough,Mental Calmness,Tablets,112,Take with warm water,Analgesic,None,Pitta-Kapha,Vata
Haritaki,Root,Skin Diseases,Joint Pain,Immune Booster,Oil,270,Take on an empty stomach,Antipyretic,None,Pitta-Kapha,Kapha
Tulsi,Flower,Diabetes,Joint Pain,Immune Booster,Churna,867,Mix with honey,Antifungal,Allergic Reaction,Vata-Pitta,Vata
Brahmi,Leaf,Arthritis,Headache,Detoxification,Capsules,163,Mix with honey,Antibacterial,Allergic Reaction,Vata-Kapha,Pitta
Neem,Root,Skin Diseases,Fatigue,Detoxification,Oil,318,Take with warm water,Antipyretic,None,Pitta-Kapha,Vata
Haritaki,Fruit,Inflammation,Fever,Detoxification,Capsules,325,Take with warm water,Antiviral,Drowsiness,Kapha,Pitta
Amla,Root,Mental Stress,Fatigue,Antioxidant,Decoction,374,Take on an empty stomach,Antiviral,Mild Nausea,Kapha,Vata
Haritaki,Root,Respiratory Issues,Skin Rashes,Detoxification,Capsules,500,Consume after meals,Antibacterial,Allergic Reaction,Vata,Vata
Manjistha,Bark,Arthritis,Cough,Digestive Aid,Oil,606,Consume after meals,Analgesic,Drowsiness,Vata-Pitta,Vata
Haritaki,Flower,Skin Diseases,Indigestion,Digestive Aid,Tablets,865,Mix with honey,Antipyretic,None,Vata,Kapha
Brahmi,Flower,Skin Diseases,Headache,Immune Booster,Tablets,892,Take on an empty stomach,Antifungal,None,Pitta-Kapha,Vata
Shatavari,Leaf,Digestive Disorders,Joint Pain,Mental Calmness,Capsules,876,Consume after meals,Antiviral,Drowsiness,Pitta-Kapha,Kapha
Haritaki,Leaf,Respiratory Issues,Joint Pain,Detoxification,Decoction,453,Take on an empty stomach,Analgesic,Drowsiness,Pitta,Pitta
Triphala,Fruit,Digestive Disorders,Headache,Digestive Aid,Capsules,557,Take with warm water,Antibacterial,Stomach Upset,Vata,Kapha
Neem,Seed,Digestive Disorders,Indigestion,Anti-inflammatory,Oil,283,Mix with honey,Antiviral,Stomach Upset,Pitta-Kapha,Vata
Manjistha,Bark,Diabetes,Cough,Immune Booster,Tablets,151,Mix with honey,Analgesic,Drowsiness,Tridosha,Pitta
Haritaki,Root,Digestive Disorders,Indigestion,Digestive Aid,Capsules,997,Consume after meals,Antibacterial,None,Vata-Pitta,Kapha
Brahmi,Flower,Diabetes,Anxiety,Mental Calmness,Powder,614,Take on an empty stomach,Antifungal,Mild Nausea,Pitta,Pitta
Shatavari,Fruit,Mental Stress,Headache,Detoxification,Tablets,570,Consume after meals,Antipyretic,None,Kapha,Kapha
Manjistha,Bark,Skin Diseases,Joint Pain,Detoxification,Churna,386,Mix with honey,Adaptogenic,Mild Nausea,Pitta,Vata
Shatavari,Root,Skin Diseases,Indigestion,Immune Booster,Churna,250,Take on an empty stomach,Antipyretic,None,Pitta,Pitta
Brahmi,Leaf,Respiratory Issues,Joint Pain,Mental Calmness,Powder,890,Take with warm water,Antiviral,Drowsiness,Tridosha,Vata
Haritaki,Leaf,Skin Diseases,Cough,Detoxification,Powder,802,Take with warm water,Antifungal,Stomach Upset,Kapha,Vata
Ashwagandha,Bark,Mental Stress,Joint Pain,Mental Calmness,Oil,851,Mix with honey,Analgesic,None,Vata-Kapha,Vata
Amla,Fruit,Mental Stress,Fever,Digestive Aid,Oil,214,Take with warm water,Antiviral,None,Pitta-Kapha,Kapha
Guggul,Bark,Diabetes,Indigestion,Antioxidant,Decoction,542,Take with warm water,Analgesic,None,Kapha,Vata
Triphala,Seed,Digestive Disorders,Anxiety,Mental Calmness,Churna,215,Mix with honey,Antibacterial,None,Pitta-Kapha,Kapha
Shatavari,Bark,Inflammation,Headache,Mental Calmness,Churna,154,Mix with honey,Antibacterial,Mild Nausea,Vata-Kapha,Pitta
Ashwagandha,Root,Diabetes,Skin Rashes,Detoxification,Capsules,744,Consume after meals,Antifungal,Stomach Upset,Tridosha,Kapha
Ashwagandha,Flower,Inflammation,Anxiety,Anti-inflammatory,Powder,433,Mix with honey,Antifungal,None,Tridosha,Pitta
Ashwagandha,Leaf,Respiratory Issues,Headache,Digestive Aid,Powder,133,Take with warm water,Analgesic,Allergic Reaction,Vata-Kapha,Kapha
Amla,Seed,Mental Stress,Anxiety,Anti-inflammatory,Capsules,733,Mix with honey,Antibacterial,None,Vata-Kapha,Pitta
Guggul,Root,Arthritis,Skin Rashes,Mental Calmness,Tablets,609,Take on an empty stomach,Analgesic,Stomach Upset,Vata,Vata
Amla,Leaf,Digestive Disorders,Skin Rashes,Mental Calmness,Decoction,687,Take on an empty stomach,Adaptogenic,None,Tridosha,Kapha
Amla,Bark,Respiratory Issues,Skin Rashes,Digestive Aid,Churna,883,Mix with honey,Antifungal,Mild Nausea,Kapha,Kapha
Brahmi,Root,Digestive Disorders,Fever,Antioxidant,Churna,573,Mix with honey,Antibacterial,Allergic Reaction,Vata-Pitta,Kapha
Ashwagandha,Seed,Skin Diseases,Fever,Digestive Aid,Powder,175,Consume after meals,Adaptogenic,None,Vata-Kapha,Kapha
Guggul,Bark,Inflammation,Fatigue,Anti-inflammatory,Churna,801,Take with warm water,Antipyretic,None,Vata-Kapha,Kapha
Amla,Seed,Inflammation,Indigestion,Mental Calmness,Oil,520,Take with warm water,Antibacterial,None,Kapha,Kapha
Triphala,Bark,Diabetes,Fatigue,Antioxidant,Oil,434,Take on an empty stomach,Adaptogenic,Allergic Reaction,Pitta,Kapha
Haritaki,Bark,Arthritis,Headache,Immune Booster,Tablets,327,Consume after meals,Antibacterial,Drowsiness,Pitta-Kapha,Kapha
Tulsi,Leaf,Respiratory Issues,Indigestion,Immune Booster,Tablets,534,Take with warm water,Antifungal,None,Vata,Pitta
Ashwagandha,Flower,Diabetes,Headache,Detoxification,Capsules,722,Consume after meals,Antifungal,Stomach Upset,Pitta-Kapha,Vata
Triphala,Leaf,Arthritis,Fatigue,Anti-inflammatory,Oil,692,Mix with honey,Antiviral,Stomach Upset,Vata,Vata
Guggul,Bark,Respiratory Issues,Indigestion,Mental Calmness,Decoction,563,Take with warm water,Antibacterial,Stomach Upset,Tridosha,Kapha
Guggul,Leaf,Arthritis,Fatigue,Antioxidant,Decoction,611,Mix with honey,Antiviral,Allergic Reaction,Tridosha,Vata
Triphala,Bark,Respiratory Issues,Cough,Immune Booster,Tablets,608,Take with warm water,Antiviral,None,Pitta-Kapha,Vata
Ashwagandha,Fruit,Diabetes,Joint Pain,Antioxidant,Powder,716,Take with warm water,Analgesic,Mild Nausea,Vata-Kapha,Pitta
Shatavari,Flower,Arthritis,Anxiety,Antioxidant,Churna,146,Consume after meals,Antibacterial,Allergic Reaction,Kapha,Pitta
Haritaki,Root,Mental Stress,Joint Pain,Immune Booster,Oil,409,Take on an empty stomach,Analgesic,Mild Nausea,Pitta-Kapha,Kapha
Haritaki,Bark,Inflammation,Anxiety,Anti-inflammatory,Powder,814,Take with warm water,Antipyretic,None,Pitta,Pitta
Triphala,Seed,Skin Diseases,Fatigue,Digestive Aid,Decoction,825,Take on an empty stomach,Analgesic,Mild Nausea,Pitta,Kapha
Ashwagandha,Seed,Mental Stress,Anxiety,Anti-inflammatory,Churna,194,Take on an empty stomach,Antipyretic,Mild Nausea,Vata-Kapha,Kapha
Amla,Root,Inflammation,Skin Rashes,Mental Calmness,Churna,848,Take with warm water,Antifungal,None,Tridosha,Vata
Guggul,Root,Mental Stress,Joint Pain,Immune Booster,Capsules,180,Consume after meals,Analgesic,None,Pitta,Pitta
Shatavari,Leaf,Skin Diseases,Skin Rashes,Antioxidant,Capsules,203,Consume after meals,Analgesic,Stomach Upset,Vata-Pitta,Pitta
Neem,Root,Respiratory Issues,Indigestion,Digestive Aid,Oil,262,Consume after meals,Antibacterial,None,Vata-Kapha,Pitta
Brahmi,Fruit,Skin Diseases,Headache,Immune Booster,Churna,120,Consume after meals,Antifungal,Allergic Reaction,Pitta-Kapha,Kapha
Ashwagandha,Seed,Mental Stress,Joint Pain,Anti-inflammatory,Oil,218,Consume after meals,Antibacterial,Mild Nausea,Vata-Pitta,Vata
Manjistha,Leaf,Arthritis,Fever,Detoxification,Tablets,663,Mix with honey,Antifungal,Mild Nausea,Vata-Kapha,Pitta
Shatavari,Fruit,Skin Diseases,Joint Pain,Anti-inflammatory,Decoction,923,Take with warm water,Antifungal,Stomach Upset,Kapha,Vata
Guggul,Bark,Diabetes,Anxiety,Antioxidant,Churna,813,Consume after meals,Antiviral,Allergic Reaction,Kapha,Kapha
Guggul,Fruit,Respiratory Issues,Headache,Mental Calmness,Capsules,622,Mix with honey,Analgesic,Stomach Upset,Vata,Kapha
Neem,Flower,Inflammation,Fever,Mental Calmness,Oil,162,Mix with honey,Antiviral,Stomach Upset,Tridosha,Pitta
Neem,Root,Skin Diseases,Skin Rashes,Anti-inflammatory,Oil,712,Take on an empty stomach,Antipyretic,Drowsiness,Pitta-Kapha,Vata
Amla,Leaf,Respiratory Issues,Fever,Anti-inflammatory,Churna,265,Consume after meals,Adaptogenic,Stomach Upset,Tridosha,Vata
Shatavari,Root,Arthritis,Joint Pain,Immune Booster,Tablets,473,Consume after meals,Antipyretic,None,Vata-Kapha,Pitta
Haritaki,Root,Respiratory Issues,Cough,Mental Calmness,Tablets,515,Consume after meals,Antiviral,None,Pitta,Kapha
Amla,Seed,Inflammation,Fatigue,Digestive Aid,Capsules,604,Take with warm water,Analgesic,None,Vata-Pitta,Kapha
Triphala,Bark,Skin Diseases,Anxiety,Anti-inflammatory,Oil,978,Take on an empty stomach,Antipyretic,Stomach Upset,Pitta-Kapha,Kapha
Manjistha,Leaf,Diabetes,Headache,Anti-inflammatory,Oil,533,Mix with honey,Antibacterial,Mild Nausea,Tridosha,Pitta
