Herb Name,Parts Used in Treatment,Disease,Symptoms/Condition,Therapeutic Uses,Formulation,Dosage (mg),Administration Guidelines,Pharmacological Property,Side Effects,Prakriti,Dosha
Haritaki,Seed,Arthritis,High Blood Pressure,Adaptogen,Oil,619,Take with warm water,Adaptogenic,Diarrhea,Pitta,Vata
Shatavari,Root,Hypertension,Fatigue,Mental Calmness,Churna,352,Consume after meals,Hepatoprotective,Diarrhea,Kapha,Vata
Ashwagandha,Bark,Digestive Disorders,Indigestion,Anti-inflammatory,Decoction,633,Apply externally,Analgesic,Headache,Vata-Kapha,Kapha
Tulsi,Seed,Mental Stress,High Blood Pressure,Antiseptic,Capsules,344,Consume after meals,Hypoglycemic,None,Vata,Pitta
Shatavari,Seed,Inflammation,Indigestion,Digestive Aid,Extract,617,Apply externally,Adaptogenic,Stomach Upset,Tridosha,Kapha
Ashwagandha,Flower,Inflammation,Breathing Difficulty,Anti-hypertensive,Extract,657,Consume after meals,Antibacterial,Diarrhea,Pitta,Pitta
Triphala,Leaf,Hypertension,Indigestion,Digestive Aid,Extract,482,Take with warm water,Antipyretic,Drowsiness,Vata-Pitta,Pitta
Guggul,Root,Hypertension,Cough,Digestive Aid,Extract,353,Apply externally,Anti-hypertensive,Drowsiness,Vata,Vata
Ashwagandha,Flower,Skin Diseases,Anxiety,Antiseptic,Churna,478,Apply externally,Antiviral,Drowsiness,Kapha,Kapha
Shatavari,Flower,Liver Disorders,Stress,Adaptogen,Juice,800,Take on an empty stomach,Anti-hypertensive,Headache,Pitta,Kapha
Haritaki,Flower,Hypertension,Stress,Immune Booster,Tablets,731,Apply externally,Antibacterial,Diarrhea,Tridosha,Vata
Brahmi,Root,Diabetes,Joint Pain,Anti-inflammatory,Tablets,841,Take with warm water,Anti-hypertensive,Headache,Pitta,Kapha
Manjistha,Flower,Digestive Disorders,Inflammation,Antiseptic,Decoction,395,Take with warm water,Hepatoprotective,Drowsiness,Vata-Kapha,Kapha
Guggul,Fruit,Diabetes,Anxiety,Mental Calmness,Powder,727,Take before sleep,Anti-inflammatory,Drowsiness,Kapha,Pitta
Ashwagandha,Root,Diabetes,Inflammation,Antioxidant,Capsules,559,Take on an empty stomach,Adaptogenic,None,Vata,Vata
Neem,Root,Respiratory Issues,Joint Pain,Adaptogen,Tablets,536,Take before sleep,Anti-hypertensive,Diarrhea,Pitta-Kapha,Kapha
Brahmi,Root,Skin Diseases,Stress,Mental Calmness,Powder,761,Take twice daily,Hypoglycemic,None,Pitta-Kapha,Vata
Brahmi,Root,Hypertension,Inflammation,Adaptogen,Tablets,221,Take before sleep,Anti-inflammatory,Drowsiness,Pitta-Kapha,Pitta
Tulsi,Leaf,Inflammation,Fatigue,Adaptogen,Decoction,773,Consume after meals,Hypoglycemic,Diarrhea,Pitta,Kapha
Neem,Bark,Liver Disorders,Inflammation,Antiseptic,Oil,865,Consume after meals,Antipyretic,Diarrhea,Pitta,Vata
Shatavari,Bark,Respiratory Issues,High Blood Pressure,Digestive Aid,Churna,368,Mix with honey,Adaptogenic,Mild Nausea,Pitta,Vata
Manjistha,Bark,Digestive Disorders,Cough,Anti-inflammatory,Powder,801,Take with warm water,Antibacterial,Mild Nausea,Pitta-Kapha,Vata
Guggul,Flower,Mental Stress,Breathing Difficulty,Detoxification,Churna,506,Take on an empty stomach,Antiviral,Stomach Upset,Vata,Kapha
Guggul,Flower,Mental Stress,Fatigue,Immune Booster,Capsules,396,Take twice daily,Hypoglycemic,Mild Nausea,Vata-Pitta,Pitta
Tulsi,Bark,Skin Diseases,Stress,Adaptogen,Juice,226,Consume after meals,Anti-inflammatory,Headache,Vata,Kapha
Brahmi,Flower,Mental Stress,High Blood Pressure,Digestive Aid,Decoction,857,Mix with honey,Hepatoprotective,Diarrhea,Kapha,Vata
Tulsi,Leaf,Respiratory Issues,Indigestion,Antiseptic,Tablets,884,Take with warm water,Antipyretic,Drowsiness,Pitta,Vata
Shatavari,Flower,Hypertension,Fatigue,Antioxidant,Powder,860,Consume after meals,Anti-hypertensive,Diarrhea,Vata,Kapha
Triphala,Bark,Respiratory Issues,Headache,Antiseptic,Oil,732,Take twice daily,Hypoglycemic,Headache,Pitta,Pitta
Haritaki,Leaf,Skin Diseases,Anxiety,Antioxidant,Capsules,280,Take before sleep,Hepatoprotective,None,Vata-Kapha,Kapha
Triphala,Flower,Inflammation,Inflammation,Digestive Aid,Powder,678,Take before sleep,Adaptogenic,Diarrhea,Vata,Vata
Triphala,Fruit,Arthritis,Indigestion,Antioxidant,Extract,960,Apply externally,Analgesic,Stomach Upset,Vata,Vata
Guggul,Seed,Hypertension,Fever,Detoxification,Extract,926,Take with warm water,Hypoglycemic,None,Kapha,Pitta
Shatavari,Bark,Liver Disorders,Anxiety,Adaptogen,Powder,970,Mix with honey,Hypoglycemic,Stomach Upset,Vata,Vata
Amla,Flower,Liver Disorders,Breathing Difficulty,Anti-inflammatory,Extract,557,Mix with honey,Antipyretic,Stomach Upset,Pitta,Vata
Neem,Root,Digestive Disorders,Cough,Antioxidant,Churna,533,Take twice daily,Antiviral,Diarrhea,Kapha,Pitta
Ashwagandha,Fruit,Digestive Disorders,Cough,Anti-inflammatory,Extract,969,Take with warm water,Antiviral,Allergic Reaction,Pitta-Kapha,Vata
Amla,Bark,Liver Disorders,Joint Pain,Anti-inflammatory,Extract,533,Take with warm water,Antibacterial,Drowsiness,Pitta-Kapha,Vata
Guggul,Leaf,Skin Diseases,Headache,Immune Booster,Extract,850,Apply externally,Analgesic,Diarrhea,Vata-Kapha,Vata
Shatavari,Root,Respiratory Issues,Cough,Detoxification,Powder,535,Consume after meals,Antiviral,Mild Nausea,Vata,Pitta
Shatavari,Bark,Inflammation,Anxiety,Anti-hypertensive,Tablets,187,Take before sleep,Hepatoprotective,Headache,Pitta-Kapha,Pitta
Haritaki,Bark,Arthritis,Inflammation,Mental Calmness,Tablets,437,Take before sleep,Antiviral,Diarrhea,Tridosha,Vata
Brahmi,Seed,Arthritis,Stress,Digestive Aid,Tablets,382,Apply externally,Anti-inflammatory,Drowsiness,Vata-Pitta,Pitta
Ashwagandha,Leaf,Respiratory Issues,Anxiety,Anti-hypertensive,Extract,672,Consume after meals,Antifungal,None,Vata,Pitta
Manjistha,Seed,Diabetes,Breathing Difficulty,Mental Calmness,Powder,188,Take on an empty stomach,Adaptogenic,None,Tridosha,Vata
Tulsi,Root,Respiratory Issues,Stress,Anti-hypertensive,Capsules,124,Take twice daily,Antipyretic,Stomach Upset,Vata,Pitta
Haritaki,Root,Mental Stress,Inflammation,Digestive Aid,Juice,766,Apply externally,Antifungal,None,Kapha,Vata
Haritaki,Root,Inflammation,High Blood Pressure,Mental Calmness,Decoction,579,Consume after meals,Antibacterial,Drowsiness,Vata-Pitta,Vata
Amla,Bark,Digestive Disorders,High Blood Pressure,Anti-hypertensive,Oil,579,Take twice daily,Antipyretic,Headache,Tridosha,Kapha
Tulsi,Root,Respiratory Issues,Inflammation,Antioxidant,Extract,301,Take with warm water,Hypoglycemic,None,Vata,Vata
Manjistha,Leaf,Arthritis,High Blood Pressure,Antioxidant,Tablets,877,Take with warm water,Antifungal,Mild Nausea,Kapha,Kapha
Amla,Bark,Arthritis,Skin Rashes,Antiseptic,Powder,510,Mix with honey,Anti-inflammatory,Stomach Upset,Vata,Kapha
Ashwagandha,Bark,Diabetes,High Blood Pressure,Antioxidant,Decoction,750,Apply externally,Antifungal,Mild Nausea,Vata-Kapha,Pitta
Amla,Flower,Liver Disorders,High Blood Pressure,Mental Calmness,Oil,686,Consume after meals,Anti-inflammatory,Stomach Upset,Vata,Pitta
Haritaki,Flower,Arthritis,Skin Rashes,Antioxidant,Tablets,490,Apply externally,Antibacterial,Mild Nausea,Vata,Pitta
Shatavari,Bark,Respiratory Issues,Joint Pain,Anti-inflammatory,Juice,465,Take twice daily,Adaptogenic,Mild Nausea,Vata,Kapha
Shatavari,Bark,Mental Stress,Joint Pain,Anti-hypertensive,Capsules,448,Take with warm water,Anti-hypertensive,Headache,Pitta-Kapha,Kapha
Ashwagandha,Seed,Mental Stress,Fatigue,Detoxification,Juice,259,Take twice daily,Anti-hypertensive,Stomach Upset,Pitta-Kapha,Vata
Amla,Flower,Liver Disorders,Joint Pain,Antioxidant,Powder,729,Take with warm water,Adaptogenic,None,Pitta-Kapha,Kapha
Ashwagandha,Fruit,Arthritis,Fatigue,Mental Calmness,Decoction,156,Take twice daily,Hypoglycemic,Diarrhea,Vata,Vata
Shatavari,Seed,Diabetes,Cough,Antiseptic,Decoction,938,Consume after meals,Antiviral,None,Vata-Pitta,Vata
Amla,Root,Arthritis,Indigestion,Digestive Aid,Decoction,282,Mix with honey,Hypoglycemic,Allergic Reaction,Pitta-Kapha,Pitta
Manjistha,Root,Inflammation,Cough,Digestive Aid,Capsules,962,Take with warm water,Adaptogenic,Headache,Pitta,Kapha
Tulsi,Seed,Diabetes,Inflammation,Anti-hypertensive,Tablets,862,Take on an empty stomach,Antifungal,Stomach Upset,Kapha,Pitta
Amla,Leaf,Hypertension,High Blood Pressure,Antioxidant,Powder,981,Mix with honey,Anti-inflammatory,Diarrhea,Vata-Kapha,Kapha
Triphala,Fruit,Inflammation,Inflammation,Mental Calmness,Extract,701,Take before sleep,Hepatoprotective,None,Pitta,Vata
Manjistha,Root,Diabetes,Headache,Immune Booster,Decoction,177,Apply externally,Antipyretic,Headache,Vata,Pitta
Guggul,Seed,Skin Diseases,Breathing Difficulty,Antioxidant,Juice,123,Consume after meals,Anti-inflammatory,Diarrhea,Kapha,Vata
Manjistha,Seed,Diabetes,Cough,Anti-inflammatory,Capsules,400,Consume after meals,Hepatoprotective,None,Vata,Pitta
Triphala,Flower,Inflammation,Stress,Detoxification,Churna,479,Take on an empty stomach,Anti-inflammatory,None,Vata,Kapha
Ashwagandha,Leaf,Arthritis,Stress,Mental Calmness,Churna,617,Apply externally,Anti-hypertensive,Mild Nausea,Tridosha,Vata
Triphala,Leaf,Respiratory Issues,Cough,Antioxidant,Tablets,510,Take with warm water,Analgesic,Mild Nausea,Vata-Kapha,Pitta
Manjistha,Fruit,Respiratory Issues,Breathing Difficulty,Anti-inflammatory,Tablets,944,Apply externally,Hypoglycemic,Headache,Vata-Pitta,Kapha
Triphala,Leaf,Skin Diseases,Joint Pain,Adaptogen,Capsules,965,Take with warm water,Antipyretic,Mild Nausea,Kapha,Vata
Neem,Flower,Hypertension,Skin Rashes,Immune Booster,Oil,536,Take before sleep,Antibacterial,None,Vata-Pitta,Pitta
Guggul,Flower,Respiratory Issues,Breathing Difficulty,Mental Calmness,Juice,820,Apply externally,Analgesic,None,Vata-Kapha,Kapha
Shatavari,Flower,Mental Stress,Headache,Immune Booster,Capsules,796,Mix with honey,Antipyretic,Drowsiness,Pitta-Kapha,Kapha
Triphala,Leaf,Diabetes,Anxiety,Digestive Aid,Extract,221,Take twice daily,Analgesic,Diarrhea,Pitta-Kapha,Pitta
Amla,Flower,Digestive Disorders,Indigestion,Antiseptic,Oil,424,Take on an empty stomach,Anti-hypertensive,Mild Nausea,Kapha,Kapha
Tulsi,Fruit,Diabetes,Stress,Mental Calmness,Capsules,662,Take with warm water,Antifungal,Drowsiness,Vata,Pitta
Guggul,Bark,Digestive Disorders,Stress,Antiseptic,Extract,282,Mix with honey,Analgesic,Drowsiness,Pitta,Pitta
Neem,Leaf,Mental Stress,Fatigue,Digestive Aid,Oil,829,Apply externally,Antibacterial,Mild Nausea,Tridosha,Vata
Amla,Leaf,Skin Diseases,Fever,Detoxification,Tablets,862,Mix with honey,Anti-inflammatory,Drowsiness,Tridosha,Kapha
Triphala,Seed,Arthritis,Inflammation,Mental Calmness,Capsules,716,Take before sleep,Antibacterial,Mild Nausea,Vata-Pitta,Pitta
Tulsi,Seed,Mental Stress,Indigestion,Antiseptic,Powder,417,Apply externally,Hypoglycemic,Allergic Reaction,Kapha,Kapha
Manjistha,Seed,Arthritis,Inflammation,Mental Calmness,Oil,592,Take before sleep,Antipyretic,Mild Nausea,Tridosha,Pitta
Amla,Bark,Arthritis,Headache,Anti-inflammatory,Tablets,749,Take with warm water,Anti-hypertensive,Drowsiness,Vata-Pitta,Kapha
Ashwagandha,Flower,Digestive Disorders,Joint Pain,Detoxification,Juice,838,Apply externally,Anti-hypertensive,Drowsiness,Tridosha,Kapha
Manjistha,Seed,Skin Diseases,Cough,Adaptogen,Oil,690,Take before sleep,Hepatoprotective,None,Vata-Kapha,Pitta
Triphala,Seed,Liver Disorders,Joint Pain,Anti-hypertensive,Tablets,526,Apply externally,Antifungal,Headache,Vata-Kapha,Pitta
Manjistha,Fruit,Mental Stress,Headache,Immune Booster,Decoction,412,Consume after meals,Adaptogenic,Headache,Kapha,Vata
Guggul,Fruit,Arthritis,High Blood Pressure,Antioxidant,Extract,846,Consume after meals,Analgesic,Diarrhea,Tridosha,Vata
Tulsi,Seed,Skin Diseases,Stress,Antioxidant,Churna,127,Mix with honey,Anti-inflammatory,Mild Nausea,Tridosha,Vata
Ashwagandha,Seed,Arthritis,Fatigue,Anti-hypertensive,Capsules,649,Apply externally,Antibacterial,Drowsiness,Tridosha,Kapha
Haritaki,Flower,Liver Disorders,Breathing Difficulty,Mental Calmness,Powder,234,Take on an empty stomach,Antiviral,Allergic Reaction,Tridosha,Vata
Neem,Bark,Diabetes,High Blood Pressure,Anti-hypertensive,Powder,453,Take on an empty stomach,Antibacterial,Allergic Reaction,Vata,Vata
Ashwagandha,Seed,Arthritis,Headache,Detoxification,Tablets,989,Mix with honey,Antibacterial,Drowsiness,Vata,Kapha
Guggul,Leaf,Mental Stress,Stress,Immune Booster,Churna,687,Apply externally,Anti-inflammatory,Headache,Kapha,Kapha
Neem,Bark,Skin Diseases,Joint Pain,Digestive Aid,Tablets,755,Take with warm water,Antipyretic,Drowsiness,Pitta,Kapha
Tulsi,Bark,Skin Diseases,Fever,Antiseptic,Tablets,829,Take twice daily,Antibacterial,None,Tridosha,Pitta
Tulsi,Flower,Respiratory Issues,Joint Pain,Antiseptic,Extract,676,Take with warm water,Anti-hypertensive,Headache,Vata-Kapha,Kapha
Haritaki,Root,Inflammation,Fatigue,Detoxification,Capsules,232,Take before sleep,Antibacterial,Headache,Pitta,Vata
Tulsi,Fruit,Mental Stress,Headache,Mental Calmness,Capsules,521,Apply externally,Hepatoprotective,Headache,Pitta-Kapha,Vata
Guggul,Leaf,Skin Diseases,Stress,Adaptogen,Oil,603,Take on an empty stomach,Hypoglycemic,None,Pitta,Pitta
Neem,Bark,Mental Stress,Inflammation,Immune Booster,Oil,702,Take with warm water,Anti-hypertensive,Stomach Upset,Vata-Pitta,Vata
Guggul,Seed,Mental Stress,Cough,Anti-hypertensive,Capsules,791,Apply externally,Anti-hypertensive,Drowsiness,Vata,Vata
Ashwagandha,Seed,Mental Stress,Inflammation,Immune Booster,Extract,497,Consume after meals,Hepatoprotective,Mild Nausea,Kapha,Vata
Shatavari,Root,Liver Disorders,Breathing Difficulty,Detoxification,Decoction,514,Consume after meals,Antibacterial,Drowsiness,Vata-Kapha,Kapha
Shatavari,Fruit,Mental Stress,Inflammation,Immune Booster,Churna,851,Take on an empty stomach,Adaptogenic,Drowsiness,Kapha,Vata
Neem,Flower,Mental Stress,High Blood Pressure,Detoxification,Tablets,655,Take on an empty stomach,Analgesic,Diarrhea,Vata,Pitta
Shatavari,Leaf,Liver Disorders,Fatigue,Antiseptic,Churna,715,Take on an empty stomach,Antipyretic,Headache,Vata,Pitta
Triphala,Flower,Liver Disorders,Joint Pain,Adaptogen,Tablets,713,Apply externally,Anti-inflammatory,Stomach Upset,Vata,Kapha
Haritaki,Seed,Diabetes,Skin Rashes,Antioxidant,Decoction,643,Apply externally,Anti-inflammatory,None,Vata-Kapha,Vata
Shatavari,Fruit,Skin Diseases,Cough,Detoxification,Tablets,660,Apply externally,Anti-hypertensive,Diarrhea,Tridosha,Vata
Ashwagandha,Root,Hypertension,Skin Rashes,Immune Booster,Juice,364,Take with warm water,Hypoglycemic,Headache,Pitta-Kapha,Kapha
Ashwagandha,Root,Mental Stress,Fever,Anti-hypertensive,Extract,575,Mix with honey,Antifungal,None,Tridosha,Vata
Guggul,Flower,Arthritis,Headache,Antioxidant,Decoction,857,Take twice daily,Hypoglycemic,Allergic Reaction,Tridosha,Vata
Tulsi,Seed,Liver Disorders,Skin Rashes,Detoxification,Capsules,152,Consume after meals,Hypoglycemic,Mild Nausea,Pitta-Kapha,Kapha
Tulsi,Root,Liver Disorders,Fatigue,Anti-hypertensive,Capsules,534,Mix with honey,Analgesic,None,Vata-Kapha,Pitta
Shatavari,Flower,Digestive Disorders,High Blood Pressure,Antioxidant,Churna,417,Take with warm water,Anti-hypertensive,Stomach Upset,Vata,Pitta
Brahmi,Root,Mental Stress,Joint Pain,Detoxification,Powder,334,Mix with honey,Anti-hypertensive,Headache,Vata,Kapha
Haritaki,Flower,Arthritis,Breathing Difficulty,Detoxification,Tablets,839,Mix with honey,Anti-hypertensive,Stomach Upset,Vata,Vata
Tulsi,Leaf,Digestive Disorders,Headache,Mental Calmness,Juice,973,Take on an empty stomach,Antipyretic,Mild Nausea,Pitta,Pitta
Neem,Flower,Inflammation,Headache,Mental Calmness,Capsules,517,Take before sleep,Antibacterial,None,Vata,Pitta
Shatavari,Leaf,Respiratory Issues,Headache,Digestive Aid,Churna,591,Take before sleep,Anti-inflammatory,Mild Nausea,Pitta,Kapha
Triphala,Fruit,Arthritis,Fatigue,Adaptogen,Powder,716,Take before sleep,Adaptogenic,Drowsiness,Kapha,Kapha
Manjistha,Bark,Diabetes,Joint Pain,Digestive Aid,Powder,944,Take twice daily,Antibacterial,None,Kapha,Pitta
Guggul,Fruit,Hypertension,Breathing Difficulty,Anti-hypertensive,Churna,727,Consume after meals,Antifungal,Headache,Vata,Vata
Amla,Fruit,Liver Disorders,High Blood Pressure,Detoxification,Extract,526,Mix with honey,Hepatoprotective,Drowsiness,Tridosha,Pitta
Neem,Root,Digestive Disorders,Fever,Detoxification,Decoction,874,Take on an empty stomach,Antipyretic,Stomach Upset,Vata-Kapha,Pitta
Neem,Seed,Inflammation,Skin Rashes,Antioxidant,Decoction,860,Mix with honey,Anti-inflammatory,Diarrhea,Kapha,Kapha
Triphala,Flower,Skin Diseases,Headache,Adaptogen,Powder,913,Take before sleep,Analgesic,Drowsiness,Tridosha,Vata
Haritaki,Bark,Digestive Disorders,Joint Pain,Immune Booster,Juice,871,Mix with honey,Adaptogenic,Diarrhea,Pitta-Kapha,Kapha
Triphala,Root,Respiratory Issues,Inflammation,Antioxidant,Oil,835,Apply externally,Antiviral,None,Pitta-Kapha,Vata
Triphala,Flower,Skin Diseases,High Blood Pressure,Antiseptic,Extract,295,Take with warm water,Adaptogenic,Stomach Upset,Tridosha,Pitta
Guggul,Fruit,Arthritis,Skin Rashes,Antiseptic,Decoction,590,Consume after meals,Antifungal,Allergic Reaction,Kapha,Pitta
Tulsi,Seed,Inflammation,Anxiety,Mental Calmness,Decoction,867,Consume after meals,Hypoglycemic,Stomach Upset,Kapha,Kapha
Manjistha,Seed,Skin Diseases,Fatigue,Antiseptic,Powder,330,Apply externally,Hypoglycemic,Allergic Reaction,Vata-Pitta,Pitta
Shatavari,Bark,Mental Stress,Cough,Adaptogen,Oil,920,Take on an empty stomach,Anti-inflammatory,None,Vata-Pitta,Kapha
Shatavari,Fruit,Diabetes,Breathing Difficulty,Anti-inflammatory,Capsules,858,Take before sleep,Analgesic,Stomach Upset,Vata-Kapha,Vata
Triphala,Fruit,Respiratory Issues,Joint Pain,Anti-hypertensive,Churna,245,Consume after meals,Antiviral,Diarrhea,Kapha,Pitta
Guggul,Flower,Digestive Disorders,High Blood Pressure,Antiseptic,Decoction,333,Take with warm water,Antipyretic,Drowsiness,Vata-Kapha,Vata
Ashwagandha,Root,Hypertension,High Blood Pressure,Antioxidant,Tablets,282,Take twice daily,Antipyretic,Diarrhea,Vata,Pitta
Manjistha,Leaf,Arthritis,High Blood Pressure,Antiseptic,Oil,193,Consume after meals,Hepatoprotective,Allergic Reaction,Tridosha,Vata
Manjistha,Leaf,Hypertension,Fever,Adaptogen,Capsules,747,Mix with honey,Hepatoprotective,Mild Nausea,Pitta,Pitta
Shatavari,Seed,Hypertension,Joint Pain,Adaptogen,Oil,112,Mix with honey,Antiviral,Stomach Upset,Pitta-Kapha,Kapha
Guggul,Seed,Mental Stress,Fever,Mental Calmness,Powder,647,Take with warm water,Antiviral,Stomach Upset,Pitta,Pitta
Guggul,Fruit,Respiratory Issues,Joint Pain,Anti-inflammatory,Decoction,352,Take twice daily,Antifungal,Stomach Upset,Pitta,Vata
Guggul,Seed,Mental Stress,Headache,Digestive Aid,Churna,557,Take with warm water,Antipyretic,Headache,Tridosha,Pitta
Amla,Fruit,Mental Stress,Skin Rashes,Immune Booster,Oil,909,Mix with honey,Hepatoprotective,Diarrhea,Vata,Pitta
Brahmi,Bark,Respiratory Issues,Indigestion,Digestive Aid,Decoction,242,Mix with honey,Adaptogenic,Allergic Reaction,Vata,Vata
Manjistha,Flower,Mental Stress,Breathing Difficulty,Anti-inflammatory,Oil,152,Consume after meals,Antifungal,Drowsiness,Vata,Kapha
Brahmi,Bark,Inflammation,Indigestion,Adaptogen,Juice,439,Take on an empty stomach,Anti-inflammatory,Drowsiness,Kapha,Kapha
Neem,Root,Mental Stress,Inflammation,Anti-inflammatory,Juice,377,Take twice daily,Antifungal,Diarrhea,Pitta-Kapha,Vata
Triphala,Fruit,Diabetes,Stress,Adaptogen,Tablets,597,Take twice daily,Antibacterial,Allergic Reaction,Pitta,Vata
Ashwagandha,Root,Arthritis,Inflammation,Mental Calmness,Capsules,542,Consume after meals,Adaptogenic,Mild Nausea,Pitta-Kapha,Pitta
Brahmi,Seed,Inflammation,Fever,Adaptogen,Extract,253,Apply externally,Antipyretic,Drowsiness,Vata,Pitta
Guggul,Bark,Respiratory Issues,Fatigue,Antiseptic,Oil,480,Take on an empty stomach,Hypoglycemic,Mild Nausea,Vata-Pitta,Vata
Haritaki,Seed,Diabetes,Indigestion,Anti-inflammatory,Capsules,618,Take before sleep,Anti-inflammatory,Mild Nausea,Vata-Kapha,Vata
Brahmi,Seed,Liver Disorders,Headache,Antioxidant,Oil,347,Take before sleep,Antiviral,Mild Nausea,Pitta-Kapha,Vata
Shatavari,Fruit,Respiratory Issues,Skin Rashes,Antiseptic,Extract,947,Apply externally,Antibacterial,Headache,Pitta-Kapha,Vata
Tulsi,Bark,Inflammation,Inflammation,Detoxification,Decoction,956,Apply externally,Antifungal,Headache,Vata-Kapha,Vata
Ashwagandha,Leaf,Respiratory Issues,Cough,Digestive Aid,Powder,782,Take twice daily,Hepatoprotective,Allergic Reaction,Pitta,Vata
Manjistha,Flower,Hypertension,Anxiety,Antiseptic,Oil,642,Take twice daily,Adaptogenic,None,Vata-Kapha,Kapha
Neem,Root,Liver Disorders,Joint Pain,Detoxification,Juice,512,Take with warm water,Analgesic,Headache,Vata-Pitta,Kapha
Brahmi,Fruit,Skin Diseases,Stress,Mental Calmness,Powder,541,Take on an empty stomach,Hypoglycemic,Diarrhea,Pitta-Kapha,Vata
Haritaki,Root,Digestive Disorders,Fatigue,Adaptogen,Extract,455,Take before sleep,Anti-hypertensive,Diarrhea,Vata-Pitta,Kapha
Guggul,Flower,Digestive Disorders,Indigestion,Anti-hypertensive,Capsules,357,Consume after meals,Analgesic,None,Tridosha,Pitta
Haritaki,Bark,Hypertension,Cough,Immune Booster,Powder,451,Mix with honey,Antiviral,Allergic Reaction,Kapha,Pitta
Brahmi,Flower,Arthritis,Breathing Difficulty,Mental Calmness,Capsules,172,Mix with honey,Adaptogenic,Stomach Upset,Kapha,Vata
Brahmi,Fruit,Skin Diseases,Stress,Antioxidant,Capsules,210,Apply externally,Antibacterial,Stomach Upset,Pitta,Vata
Triphala,Root,Mental Stress,Fatigue,Detoxification,Capsules,300,Take twice daily,Antifungal,Diarrhea,Vata-Kapha,Kapha
Shatavari,Flower,Skin Diseases,Anxiety,Anti-inflammatory,Churna,626,Take before sleep,Adaptogenic,Drowsiness,Vata-Pitta,Kapha
Ashwagandha,Fruit,Skin Diseases,Fatigue,Digestive Aid,Extract,832,Mix with honey,Anti-hypertensive,Mild Nausea,Pitta-Kapha,Pitta
Neem,Fruit,Mental Stress,High Blood Pressure,Digestive Aid,Tablets,685,Mix with honey,Antiviral,None,Kapha,Vata
Manjistha,Seed,Inflammation,Fatigue,Immune Booster,Extract,556,Take before sleep,Anti-hypertensive,None,Pitta,Kapha
Haritaki,Leaf,Digestive Disorders,Headache,Immune Booster,Decoction,757,Consume after meals,Antipyretic,Stomach Upset,Kapha,Kapha
Ashwagandha,Fruit,Liver Disorders,Headache,Digestive Aid,Extract,483,Apply externally,Antifungal,Drowsiness,Vata-Kapha,Kapha
Haritaki,Flower,Arthritis,Anxiety,Digestive Aid,Oil,753,Consume after meals,Anti-inflammatory,Drowsiness,Vata,Kapha
Shatavari,Bark,Digestive Disorders,Breathing Difficulty,Immune Booster,Oil,333,Take before sleep,Hypoglycemic,Stomach Upset,Vata-Pitta,Pitta
Ashwagandha,Seed,Digestive Disorders,Skin Rashes,Anti-inflammatory,Capsules,603,Consume after meals,Hepatoprotective,Allergic Reaction,Vata-Pitta,Pitta
Ashwagandha,Fruit,Digestive Disorders,Stress,Digestive Aid,Decoction,969,Take twice daily,Antifungal,Headache,Pitta-Kapha,Vata
Ashwagandha,Flower,Hypertension,Stress,Antioxidant,Churna,461,Take before sleep,Anti-hypertensive,Allergic Reaction,Kapha,Vata
Guggul,Bark,Arthritis,High Blood Pressure,Mental Calmness,Extract,482,Take with warm water,Antibacterial,Stomach Upset,Pitta-Kapha,Kapha
Triphala,Leaf,Diabetes,Breathing Difficulty,Adaptogen,Extract,362,Take twice daily,Antiviral,Mild Nausea,Pitta-Kapha,Pitta
Amla,Bark,Mental Stress,Cough,Adaptogen,Oil,514,Take with warm water,Antipyretic,Diarrhea,Vata-Kapha,Kapha
Guggul,Flower,Mental Stress,High Blood Pressure,Anti-hypertensive,Tablets,368,Mix with honey,Anti-hypertensive,Mild Nausea,Pitta-Kapha,Pitta
Haritaki,Bark,Mental Stress,Headache,Antioxidant,Juice,316,Take on an empty stomach,Hypoglycemic,Mild Nausea,Pitta-Kapha,Vata
Ashwagandha,Root,Skin Diseases,Cough,Mental Calmness,Decoction,623,Take before sleep,Antibacterial,Diarrhea,Tridosha,Kapha
Tulsi,Leaf,Digestive Disorders,Stress,Anti-hypertensive,Oil,323,Take twice daily,Antipyretic,Drowsiness,Vata,Pitta
Ashwagandha,Seed,Inflammation,Anxiety,Antioxidant,Powder,248,Apply externally,Anti-hypertensive,None,Vata-Kapha,Pitta
Neem,Fruit,Respiratory Issues,Joint Pain,Antioxidant,Juice,767,Take twice daily,Adaptogenic,Stomach Upset,Vata-Pitta,Vata
Neem,Root,Skin Diseases,Indigestion,Antioxidant,Churna,317,Mix with honey,Antiviral,None,Vata,Vata
Haritaki,Flower,Arthritis,High Blood Pressure,Adaptogen,Churna,467,Take twice daily,Hepatoprotective,Drowsiness,Vata,Vata
Haritaki,Bark,Hypertension,High Blood Pressure,Anti-inflammatory,Oil,836,Mix with honey,Analgesic,None,Tridosha,Pitta
Amla,Fruit,Liver Disorders,Cough,Immune Booster,Oil,991,Take with warm water,Hepatoprotective,Diarrhea,Vata-Pitta,Kapha
Neem,Fruit,Arthritis,Cough,Anti-hypertensive,Powder,972,Apply externally,Anti-hypertensive,Stomach Upset,Kapha,Vata
Ashwagandha,Root,Liver Disorders,Breathing Difficulty,Digestive Aid,Extract,143,Take twice daily,Antibacterial,None,Pitta-Kapha,Vata
