Herb Name,Parts Used in Treatment,Disease,Symptoms/Condition,Therapeutic Uses,Formulation,Dosage (mg),Administration Guidelines,Pharmacological Property,Side Effects,Prakriti,Dosha
7,3,5,Fatigue,4,1,715,4,6,3,4,1
8,1,5,Joint Pain,0,7,713,0,3,6,4,0
4,5,1,Skin Rashes,3,2,643,0,3,5,5,2
7,2,8,Cough,5,7,660,0,2,1,3,2
1,4,3,Skin Rashes,7,4,364,6,9,3,2,0
1,4,6,Fever,1,3,575,2,5,5,3,2
3,1,0,Headache,3,2,857,5,9,0,3,2
9,5,5,Skin Rashes,5,0,152,1,9,4,2,0
9,4,5,Fatigue,1,0,534,2,1,5,5,1
7,1,2,High Blood Pressure,3,1,417,6,2,6,4,1
2,4,6,Joint Pain,5,6,334,2,2,3,4,0
4,1,0,Breathing Difficulty,5,7,839,2,2,6,4,2
9,3,2,Headache,8,4,973,4,6,4,1,1
6,1,4,Headache,8,0,517,3,4,5,4,1
7,3,7,Headache,6,1,591,3,3,4,1,0
8,2,0,Fatigue,0,6,716,3,0,2,0,0
5,0,1,Joint Pain,6,6,944,5,4,5,0,1
3,2,3,Breathing Difficulty,1,1,727,1,5,3,4,2
0,2,5,High Blood Pressure,5,3,526,2,8,2,3,1
6,4,2,Fever,5,2,874,4,6,6,5,1
6,5,4,Skin Rashes,3,2,860,2,3,1,0,0
8,1,8,Headache,0,6,913,3,1,2,3,2
4,0,2,Joint Pain,7,4,871,2,0,1,2,0
8,4,7,Inflammation,3,5,835,0,7,5,2,2
8,1,8,High Blood Pressure,4,3,295,6,0,6,3,1
3,2,0,Skin Rashes,4,2,590,1,5,0,0,1
9,5,4,Anxiety,8,2,867,1,9,6,0,0
5,5,8,Fatigue,4,6,330,0,9,0,6,1
7,0,6,Cough,0,5,920,4,3,5,6,0
7,2,1,Breathing Difficulty,2,0,858,3,1,6,5,2
8,2,7,Joint Pain,1,1,245,1,7,1,0,1
3,1,2,High Blood Pressure,4,2,333,6,6,2,5,2
1,4,3,High Blood Pressure,3,7,282,5,6,1,4,1
5,3,0,High Blood Pressure,4,5,193,1,8,0,3,2
5,3,3,Fever,0,0,747,2,8,4,1,1
7,5,3,Joint Pain,0,5,112,2,7,6,2,0
3,5,6,Fever,8,6,647,6,7,6,1,1
3,2,7,Joint Pain,2,2,352,5,5,6,1,2
3,5,6,Headache,6,1,557,6,6,3,3,1
0,2,6,Skin Rashes,7,5,909,2,8,1,4,1
2,0,7,Indigestion,6,2,242,2,0,0,4,2
5,1,6,Breathing Difficulty,2,5,152,1,5,2,4,0
2,0,4,Indigestion,0,4,439,4,3,2,0,0
6,4,6,Inflammation,2,4,377,5,5,1,2,2
8,2,1,Stress,0,7,597,5,4,0,1,2
1,4,0,Inflammation,8,0,542,1,0,4,2,1
2,5,4,Fever,0,3,253,0,6,2,4,1
3,0,7,Fatigue,4,5,480,4,9,4,6,2
4,5,1,Indigestion,2,0,618,3,3,4,5,2
2,5,5,Headache,3,5,347,3,7,4,2,2
7,2,7,Skin Rashes,4,3,947,0,4,3,2,2
9,0,4,Inflammation,5,2,956,0,5,3,5,2
1,3,7,Cough,6,6,782,5,8,0,1,2
5,1,3,Anxiety,4,5,642,5,0,5,5,0
6,4,5,Joint Pain,5,4,512,6,1,3,6,0
2,2,8,Stress,8,6,541,4,9,1,2,2
4,4,2,Fatigue,0,3,455,3,2,1,6,0
3,1,2,Indigestion,1,0,357,1,1,5,3,1
4,0,3,Cough,7,6,451,2,7,0,0,1
2,1,0,Breathing Difficulty,8,0,172,2,0,6,0,2
2,2,8,Stress,3,0,210,0,4,6,1,2
8,4,6,Fatigue,5,0,300,5,5,1,5,0
7,1,8,Anxiety,2,1,626,3,0,2,6,0
1,2,8,Fatigue,6,3,832,2,2,4,2,1
6,2,6,High Blood Pressure,6,7,685,2,7,5,0,2
5,5,4,Fatigue,7,3,556,3,2,5,1,0
4,3,2,Headache,7,2,757,1,6,6,0,0
1,2,5,Headache,6,3,483,0,5,2,5,0
4,1,0,Anxiety,6,5,753,1,3,2,4,0
7,0,2,Breathing Difficulty,7,5,333,3,9,6,6,1
1,5,2,Skin Rashes,2,0,603,1,8,0,6,1
1,2,2,Stress,6,2,969,5,5,3,2,2
1,1,3,Stress,3,1,461,3,2,0,0,2
3,0,0,High Blood Pressure,8,3,482,6,4,6,2,0
8,3,1,Breathing Difficulty,0,3,362,5,7,4,2,1
0,0,6,Cough,0,5,514,6,6,1,5,0
3,1,6,High Blood Pressure,1,7,368,2,2,4,2,1
4,0,6,Headache,3,4,316,4,9,4,2,2
1,4,8,Cough,8,2,623,3,4,1,3,0
9,3,2,Stress,1,5,323,5,6,2,4,1
1,5,4,Anxiety,3,6,248,0,2,5,5,1
6,2,7,Joint Pain,3,4,767,5,0,6,6,2
6,4,8,Indigestion,3,1,317,2,7,5,4,2
4,1,0,High Blood Pressure,0,1,467,5,8,2,4,2
4,0,3,High Blood Pressure,2,5,836,2,1,5,3,1
0,2,5,Cough,7,5,991,6,8,1,6,0
6,2,0,Cough,1,6,972,0,2,6,0,2
1,4,5,Breathing Difficulty,6,3,143,5,4,5,2,2
4,3,5,Skin Rashes,3,4,801,3,4,6,6,0
5,2,3,High Blood Pressure,2,6,983,6,4,5,1,2
3,0,6,Skin Rashes,6,4,876,5,3,6,6,2
2,0,3,Fever,5,1,975,5,3,3,4,1
3,4,2,Fever,5,7,339,6,8,0,6,1
0,3,2,Breathing Difficulty,2,3,139,6,6,4,2,0
7,1,8,High Blood Pressure,2,5,370,2,1,5,3,1
2,3,7,Skin Rashes,7,3,943,5,5,4,0,1
4,1,6,Anxiety,2,6,400,5,9,6,5,1
5,3,5,Anxiety,2,1,275,6,4,5,6,2
2,3,5,Skin Rashes,1,0,245,3,7,1,6,0
0,1,4,Stress,7,3,381,3,1,4,0,0
4,0,6,Anxiety,1,0,197,4,0,6,3,0
2,3,1,Skin Rashes,1,4,103,1,4,2,4,1
9,0,5,Headache,4,4,149,5,6,3,3,1
2,5,6,Breathing Difficulty,3,7,903,2,2,3,6,2
0,1,1,Indigestion,2,2,723,3,3,3,0,1
5,3,4,Skin Rashes,1,1,291,1,5,2,4,1
4,5,3,Inflammation,4,6,103,1,6,5,1,2
2,3,2,Joint Pain,5,2,774,5,4,5,0,0
7,1,2,Fatigue,0,1,181,6,6,2,4,0
2,3,7,Cough,1,6,459,0,3,1,4,1
2,2,3,Headache,4,0,568,2,8,3,6,2
7,1,4,Breathing Difficulty,5,1,470,1,7,5,5,2
1,2,1,Skin Rashes,4,1,333,0,6,6,6,2
4,5,2,Cough,1,0,358,3,4,3,4,1
6,0,7,High Blood Pressure,2,3,938,2,5,6,3,2
5,5,2,Anxiety,2,1,422,2,8,6,0,0
9,3,7,Anxiety,4,6,915,6,0,4,1,0
4,2,3,High Blood Pressure,2,6,110,3,3,1,4,0
8,5,1,Headache,4,0,398,5,3,0,2,2
2,3,1,Fatigue,7,4,196,3,2,0,1,0
7,4,8,Joint Pain,4,1,151,3,9,0,4,0
3,1,2,Stress,1,2,677,2,5,3,2,2
4,1,6,Headache,4,7,444,4,3,5,2,0
8,1,5,Skin Rashes,0,4,573,3,9,3,4,2
3,0,5,Headache,4,3,799,4,7,5,6,1
5,4,1,Joint Pain,3,3,638,1,4,1,0,0
9,0,6,Anxiety,4,3,273,3,0,0,1,1
7,4,8,Skin Rashes,4,7,179,5,2,2,0,2
5,2,6,Breathing Difficulty,4,2,556,2,0,1,0,1
2,3,5,Headache,8,4,601,4,3,5,3,0
3,0,0,Stress,2,4,507,4,4,5,0,0
3,3,3,Fever,8,0,252,2,3,3,1,0
9,5,8,Skin Rashes,0,5,280,1,6,5,6,1
8,3,8,Stress,0,5,527,4,6,2,5,1
4,0,4,Fatigue,3,6,598,1,9,1,6,1
9,2,3,Cough,0,0,292,3,0,4,5,0
2,2,6,Headache,5,1,146,2,3,1,6,1
4,5,5,Fever,0,3,680,3,3,5,6,0
0,1,5,High Blood Pressure,3,0,895,5,6,3,0,2
2,2,8,Skin Rashes,1,0,866,2,2,1,4,1
5,3,2,High Blood Pressure,5,4,329,6,8,0,0,0
9,1,0,Headache,6,5,565,3,5,6,1,2
7,1,1,Breathing Difficulty,2,6,140,1,5,1,6,2
6,2,4,Fever,5,4,231,1,3,4,6,0
1,1,5,Fever,2,7,433,0,0,0,3,2
7,4,6,Skin Rashes,4,3,654,5,6,4,1,2
9,1,3,Breathing Difficulty,1,3,621,3,0,0,2,2
9,5,0,Stress,6,0,866,5,5,2,4,0
2,0,7,Fever,2,2,577,0,8,5,5,0
2,2,6,Headache,7,6,777,1,9,3,5,1
4,4,6,Fever,2,3,165,0,6,3,3,1
1,0,6,Breathing Difficulty,8,1,243,2,7,0,1,2
2,4,3,Anxiety,0,5,196,3,1,1,0,0
1,1,7,Joint Pain,6,6,596,1,0,1,2,1
0,5,8,Inflammation,7,0,542,6,6,5,2,1
8,2,3,Joint Pain,2,3,116,5,4,6,1,2
3,0,8,Anxiety,4,0,262,3,2,4,1,0
8,5,4,Headache,2,0,347,0,0,2,5,1
8,1,7,Indigestion,8,4,429,6,4,0,2,1
0,3,7,Stress,5,7,112,1,5,3,2,2
5,2,8,Breathing Difficulty,0,5,328,0,2,6,4,0
0,3,3,Stress,4,7,487,3,7,6,6,1
9,4,7,Stress,4,0,328,5,8,5,4,2
4,0,8,Fatigue,6,3,480,6,9,4,6,0
5,1,1,Stress,2,4,129,2,9,3,0,1
0,1,8,Inflammation,2,0,337,3,5,5,1,2
7,2,7,Inflammation,4,3,240,0,0,6,6,0
4,2,6,Breathing Difficulty,7,5,617,5,6,2,4,0
8,2,3,Skin Rashes,3,4,473,1,7,4,0,0
2,2,0,High Blood Pressure,5,1,974,1,0,5,5,1
7,4,5,Inflammation,8,1,178,1,4,2,4,0
2,2,4,Cough,5,2,920,0,1,5,0,1
8,3,7,Fever,6,0,206,5,8,5,4,2
1,4,1,Headache,2,0,137,1,1,0,1,1
4,0,3,Headache,5,7,980,4,4,3,3,2
7,1,5,Cough,0,4,402,3,0,5,0,1
6,1,6,Fever,2,5,832,6,0,3,1,0
9,2,2,Breathing Difficulty,8,5,973,1,5,5,3,1
0,4,8,Cough,1,6,980,1,8,1,3,0
5,1,8,Skin Rashes,0,2,944,1,1,0,5,1
6,0,8,Inflammation,7,4,292,3,4,0,3,0
6,3,1,Fatigue,4,6,891,6,7,5,6,0
9,0,1,High Blood Pressure,0,4,287,6,2,4,3,1
6,3,0,Stress,5,4,765,6,5,2,0,1
2,0,7,Stress,4,5,391,2,2,3,1,0
5,3,1,High Blood Pressure,0,1,724,3,9,4,5,2
3,5,2,Indigestion,3,5,151,3,8,1,0,1
1,2,7,Fever,2,3,487,6,6,1,6,2
0,3,2,Fatigue,6,7,700,0,6,2,5,1
0,2,1,Stress,2,6,511,1,7,2,6,2
4,4,5,Stress,1,4,918,4,7,4,0,2
0,3,6,Headache,8,1,929,2,0,5,1,0
6,4,2,Breathing Difficulty,6,6,606,2,1,6,0,1
0,1,7,Skin Rashes,4,3,174,6,4,6,1,2
5,0,8,Fatigue,4,4,330,6,8,4,2,1
9,3,3,Stress,2,7,106,4,0,4,0,1
9,4,8,Fatigue,7,4,653,1,1,4,0,0
6,1,5,Anxiety,6,3,741,6,2,3,6,2
6,4,8,Fatigue,1,5,194,6,6,1,5,2
5,4,6,Joint Pain,2,3,882,2,0,0,0,0
5,0,3,Breathing Difficulty,4,0,519,6,0,4,6,2
1,3,4,Skin Rashes,7,7,827,3,3,1,5,2
3,1,7,Inflammation,4,2,275,4,8,5,1,2
1,5,5,Headache,4,1,862,0,2,6,1,1
2,5,8,Joint Pain,8,2,978,0,5,6,5,0
1,3,7,Stress,4,4,791,3,9,5,4,2
1,5,6,Fever,6,1,286,6,4,3,4,2
4,2,1,Indigestion,4,1,101,2,7,3,5,2
5,3,0,Skin Rashes,1,0,656,0,7,4,1,0
4,5,1,Indigestion,2,1,996,4,9,2,2,1
6,2,1,High Blood Pressure,5,2,951,6,1,2,2,0
3,4,0,Headache,0,1,751,0,6,4,2,0
8,4,6,Skin Rashes,7,2,199,0,6,3,1,0
0,0,0,Cough,5,3,370,3,6,6,3,2
9,0,8,Anxiety,5,0,864,4,2,5,6,2
1,3,8,Skin Rashes,4,6,120,6,9,0,2,0
3,2,1,Anxiety,5,5,801,3,5,1,1,0
2,2,6,Anxiety,5,1,690,4,6,2,6,0
6,1,8,Skin Rashes,5,7,172,6,8,0,3,0
2,1,6,Inflammation,1,5,996,5,7,3,2,1
9,0,0,Stress,2,1,182,1,9,6,3,0
8,5,4,Breathing Difficulty,8,2,665,5,6,0,6,1
0,3,7,High Blood Pressure,1,5,799,6,9,1,2,2
1,4,6,Joint Pain,1,2,588,4,5,1,0,2
8,0,8,Fatigue,7,2,883,1,6,0,3,1
6,3,3,Breathing Difficulty,2,3,736,1,2,6,5,1
3,1,4,Headache,0,7,133,5,3,1,3,1
4,5,2,Anxiety,1,2,580,0,6,0,2,1
2,5,6,Inflammation,0,2,637,3,4,4,6,0
1,5,8,Joint Pain,3,4,267,0,3,1,1,2
7,4,1,Stress,3,7,884,5,0,6,2,0
0,4,4,Stress,0,7,446,0,2,2,0,2
1,1,7,Fatigue,8,2,600,1,0,6,0,2
7,0,8,High Blood Pressure,6,3,588,4,9,6,6,1
9,4,5,Anxiety,0,3,524,5,1,1,2,0
1,3,8,Headache,2,6,542,6,1,2,0,0
3,0,0,Cough,3,0,275,4,0,4,2,2
8,1,7,Joint Pain,5,3,222,0,5,2,0,2
1,1,3,Anxiety,8,1,343,1,1,5,4,2
7,5,6,Indigestion,5,4,780,3,5,5,6,2
7,2,6,Stress,1,7,395,4,3,6,4,0
8,5,1,Breathing Difficulty,3,1,673,4,0,4,5,0
1,4,7,Anxiety,7,6,725,2,7,3,3,2
8,5,8,Stress,5,5,586,4,8,5,5,2
7,1,2,Fever,3,5,337,6,9,1,6,0
8,4,3,Headache,2,6,699,6,2,4,2,0
0,5,7,Joint Pain,2,5,135,4,1,4,5,2
6,5,5,Stress,7,4,951,2,6,2,1,2
6,3,2,High Blood Pressure,5,2,443,4,0,6,0,1
8,4,1,Joint Pain,8,1,345,5,7,0,5,2
7,4,2,Inflammation,4,4,685,1,8,4,3,0
6,5,7,Joint Pain,8,3,534,1,5,3,0,2
5,2,3,Stress,0,2,500,2,8,5,2,1
1,4,2,Headache,8,6,912,3,6,6,2,0
3,0,7,Skin Rashes,8,4,964,0,1,0,6,0
2,2,8,Skin Rashes,8,6,224,3,3,5,0,0
7,5,3,Indigestion,1,0,352,1,1,3,3,1
1,0,3,Headache,7,6,842,6,2,6,3,2
1,5,4,High Blood Pressure,3,5,908,1,3,0,1,1
8,4,6,Anxiety,3,3,955,1,5,6,1,2
1,1,3,Fever,2,3,186,0,1,1,1,2
7,2,5,Headache,3,4,213,4,5,0,5,0
1,3,8,Fever,2,1,716,2,6,3,4,2
7,3,6,Indigestion,5,3,451,4,8,1,6,2
4,2,8,Fatigue,1,4,527,2,4,0,1,0
1,1,6,Fever,2,6,560,5,1,2,0,0
1,4,3,Skin Rashes,4,7,399,3,8,0,4,0
9,5,2,Indigestion,2,2,233,4,4,0,1,2
4,0,1,Joint Pain,6,4,618,4,2,6,4,1
1,0,8,Fever,7,2,221,2,1,5,0,2
4,3,3,Stress,8,0,141,6,9,0,2,0
4,5,8,Cough,6,4,888,2,0,5,1,2
2,1,8,Fever,5,0,261,3,7,3,1,1
4,0,5,High Blood Pressure,0,6,514,0,1,5,4,2
4,1,6,Breathing Difficulty,4,0,329,1,1,6,1,1
7,2,0,Headache,7,2,174,0,3,3,1,2
9,4,5,Cough,5,1,750,0,3,6,1,2
7,2,2,Stress,2,6,198,4,7,6,2,0
0,1,7,Fever,2,1,826,0,4,3,1,2
7,5,0,Headache,6,4,416,6,6,4,2,1
2,5,3,Skin Rashes,2,3,290,0,2,0,5,0
2,0,1,Anxiety,6,5,355,0,4,0,5,1
2,3,8,Stress,8,4,221,2,0,1,6,2
4,1,1,Cough,4,1,381,2,9,0,5,1
4,4,1,Headache,7,1,478,2,0,4,5,0
9,0,3,Inflammation,7,0,716,2,7,0,6,1
6,3,3,Fever,5,6,189,0,4,1,4,2
7,5,8,Cough,4,1,465,6,2,3,1,2
8,4,3,Breathing Difficulty,8,3,343,0,2,3,5,0
1,2,7,Indigestion,3,1,724,3,6,5,2,1
5,5,1,Skin Rashes,4,0,614,6,1,3,3,2
3,5,2,Fatigue,0,3,858,1,2,5,2,1
8,0,2,High Blood Pressure,1,0,100,4,5,4,0,0
5,4,3,Cough,0,0,493,6,9,3,5,1
9,1,0,Fever,4,6,693,0,6,2,0,0
8,4,0,Cough,2,2,543,4,8,2,0,0
4,1,4,High Blood Pressure,0,6,628,2,1,6,6,2
6,1,0,Fatigue,5,4,988,0,4,6,3,1
4,5,6,Fever,5,7,748,4,2,2,5,2
0,2,8,Fever,1,6,906,6,8,6,1,1
9,5,8,Cough,7,6,507,0,0,4,0,2
2,3,7,High Blood Pressure,3,2,550,0,0,5,1,1
2,4,7,Indigestion,3,2,254,3,8,0,1,0
0,5,5,High Blood Pressure,8,0,139,4,9,5,0,0
1,5,5,Joint Pain,2,1,763,2,7,5,1,2
7,2,1,Breathing Difficulty,6,6,652,2,3,2,1,0
0,5,0,Fatigue,5,0,746,3,8,0,1,2
9,1,7,Cough,8,7,186,1,9,6,3,0
9,0,3,High Blood Pressure,6,7,780,5,0,2,1,2
8,0,4,Joint Pain,1,5,164,0,1,2,3,1
3,0,7,Joint Pain,7,1,652,6,4,4,4,0
6,5,3,Skin Rashes,0,3,631,3,9,0,0,0
1,1,6,Joint Pain,2,0,105,6,6,5,2,1
4,3,8,Breathing Difficulty,2,5,396,2,1,2,0,0
3,0,1,Anxiety,8,2,689,2,0,6,4,0
0,2,8,Cough,1,5,118,5,3,3,6,2
7,1,8,Inflammation,3,5,730,6,2,0,1,1
0,5,6,Indigestion,8,2,495,2,5,5,3,0
8,3,8,Stress,6,5,713,3,4,0,1,0
3,1,1,Skin Rashes,1,0,189,1,0,1,1,1
2,4,8,Anxiety,3,1,462,6,7,5,1,2
6,0,8,Inflammation,6,5,782,6,5,5,1,1
9,2,3,Inflammation,1,6,580,1,7,4,3,2
2,2,0,Cough,3,6,336,1,8,2,3,2
5,4,4,Fever,3,4,498,4,4,0,4,2
2,2,3,Skin Rashes,8,4,697,0,9,6,5,0
5,4,1,Breathing Difficulty,3,1,201,6,7,0,4,1
0,0,7,Cough,3,6,352,1,9,4,0,0
3,4,5,Fever,0,1,990,4,0,3,4,0
3,1,2,Fever,3,5,757,2,5,4,5,1
7,5,0,Skin Rashes,2,1,718,6,3,0,0,0
0,1,1,Fever,5,6,634,4,8,5,0,2
6,3,6,Headache,6,0,806,0,7,5,0,1
1,3,5,Anxiety,4,1,203,1,7,0,1,2
5,4,2,Fatigue,6,5,422,2,8,6,4,2
5,4,3,Inflammation,6,4,395,6,6,5,2,0
9,3,3,Headache,1,5,548,3,4,6,4,1
9,4,8,Fever,5,6,689,5,9,4,5,2
8,4,4,Headache,0,2,630,0,2,5,0,1
0,5,4,Anxiety,0,7,771,6,3,1,0,0
2,2,4,Anxiety,4,0,171,4,7,1,2,2
2,1,8,Headache,8,2,664,5,1,6,2,0
6,3,4,Fever,1,7,184,5,9,3,3,0
7,1,2,Stress,7,5,618,1,3,3,5,1
5,5,3,Stress,1,6,834,2,9,4,3,2
0,3,2,High Blood Pressure,6,3,790,0,2,5,4,1
4,5,8,Joint Pain,3,5,392,6,6,3,1,1
4,2,6,Skin Rashes,4,3,304,2,2,0,0,1
2,0,4,Fever,7,7,762,3,6,3,2,2
0,5,2,Inflammation,0,7,219,4,1,0,4,0
6,1,3,Indigestion,7,6,770,3,8,0,2,2
3,1,2,Inflammation,5,0,650,2,6,1,4,2
7,2,7,Cough,3,0,568,1,0,1,1,0
6,1,6,Joint Pain,3,5,183,2,6,3,3,1
5,3,2,Stress,6,6,233,2,4,1,2,1
1,5,1,Joint Pain,7,5,628,2,5,0,6,0
4,0,7,High Blood Pressure,3,2,993,0,7,0,1,0
3,1,3,Fever,6,7,186,4,2,3,6,0
2,0,2,Cough,2,4,829,5,5,1,4,0
8,4,6,Breathing Difficulty,7,7,183,6,9,3,1,2
2,2,0,High Blood Pressure,1,1,752,0,2,0,0,0
2,2,2,High Blood Pressure,2,0,457,6,8,6,1,2
2,0,1,Fatigue,0,4,724,2,1,5,6,2
4,5,8,Inflammation,3,2,965,6,1,0,6,0
9,1,4,Cough,7,5,555,2,3,4,5,0
9,3,0,Cough,1,0,788,3,2,1,3,0
9,3,4,Cough,0,2,769,3,5,2,4,2
4,4,5,Inflammation,7,7,345,4,3,6,3,2
6,3,5,Stress,8,3,113,0,7,4,4,0
4,5,1,Skin Rashes,1,7,768,2,9,1,0,0
6,5,0,Indigestion,6,3,469,6,4,5,4,2
0,3,8,Indigestion,0,1,584,2,2,5,6,0
5,2,5,Headache,4,4,323,0,7,4,1,1
9,0,2,Anxiety,8,4,719,5,6,4,1,1
8,5,7,Fatigue,2,6,985,2,7,4,3,0
7,2,0,Fever,0,4,118,3,2,6,3,2
4,1,8,Anxiety,7,2,721,3,4,6,0,2
2,0,4,Indigestion,4,6,680,1,1,2,3,2
3,0,6,Fatigue,1,5,145,3,6,6,0,2
0,0,6,Cough,7,3,293,4,2,2,4,0
5,2,7,Indigestion,5,2,991,1,4,1,6,1
0,2,5,Cough,2,5,981,2,0,5,4,2
8,1,4,Fatigue,2,4,397,6,5,5,3,0
7,1,1,Breathing Difficulty,1,7,894,5,4,4,1,1
6,0,2,High Blood Pressure,4,4,475,1,7,6,5,0
8,5,6,Anxiety,4,5,656,6,0,2,2,0
8,1,6,Inflammation,8,0,642,3,5,0,6,2
3,3,2,Skin Rashes,2,6,960,1,4,5,3,0
8,2,8,High Blood Pressure,3,6,305,1,6,3,4,1
8,4,6,Inflammation,6,6,160,5,7,5,2,0
2,0,3,Cough,0,5,225,3,9,2,1,1
4,2,4,Indigestion,4,7,820,3,8,1,4,0
9,1,6,Joint Pain,5,3,779,3,5,2,5,1
4,5,7,Fever,7,3,178,0,9,3,4,0
0,5,2,Cough,2,1,840,2,5,1,6,0
4,3,8,Headache,0,1,115,5,9,3,6,0
9,3,4,Fatigue,7,6,159,4,2,5,6,2
3,0,4,Fever,4,1,364,1,4,0,0,2
9,2,6,High Blood Pressure,4,5,160,3,4,3,6,2
0,0,4,Fatigue,2,5,112,0,7,2,1,1
1,5,6,Stress,5,2,612,5,5,0,6,1
0,2,3,Cough,2,1,893,3,1,4,3,2
9,2,4,Joint Pain,3,0,298,0,6,3,2,2
5,2,5,Headache,3,6,368,0,8,6,6,0
1,2,1,Inflammation,2,2,736,5,3,1,5,2
1,0,7,Joint Pain,7,5,663,3,6,6,3,2
6,1,1,Anxiety,8,5,153,1,9,6,0,1
0,4,4,High Blood Pressure,2,1,828,6,8,0,5,1
4,1,7,High Blood Pressure,2,1,362,1,4,5,6,1
2,4,3,Inflammation,5,7,265,4,5,2,4,2
2,4,5,Breathing Difficulty,2,3,407,4,6,0,6,0
5,5,6,Stress,7,0,890,4,0,5,4,2
6,1,2,High Blood Pressure,7,2,809,0,2,1,0,1
2,5,1,Skin Rashes,7,2,471,3,6,4,0,0
8,4,4,Headache,8,6,328,4,4,3,5,0
0,4,0,Indigestion,8,4,669,4,7,6,0,2
1,1,5,Fatigue,4,7,955,2,7,4,2,0
7,2,0,Joint Pain,8,5,610,6,2,2,3,2
0,4,3,High Blood Pressure,2,7,997,5,7,5,1,0
2,0,1,Anxiety,6,4,867,6,3,3,3,1
8,0,6,Fever,8,1,124,1,5,3,0,0
3,4,3,Fatigue,3,0,707,6,8,5,6,1
4,0,5,Breathing Difficulty,5,0,323,4,5,5,6,2
2,0,7,Breathing Difficulty,5,6,723,4,5,5,0,0
4,3,2,Breathing Difficulty,1,0,716,0,1,4,2,2
2,5,7,Headache,7,1,636,0,4,6,3,2
9,4,3,Joint Pain,1,7,804,2,5,6,6,1
5,1,5,Skin Rashes,2,5,935,3,4,1,0,2
7,3,5,High Blood Pressure,0,5,957,6,4,0,4,1
6,5,7,Headache,6,3,532,1,3,2,6,2
1,2,4,Anxiety,0,3,672,0,7,1,4,0
0,5,4,Breathing Difficulty,4,2,627,0,3,2,5,1
7,3,7,Fever,5,6,683,0,3,5,5,0
3,0,7,Skin Rashes,3,5,515,3,9,6,5,1
0,0,2,Indigestion,6,1,700,0,0,5,4,2
5,4,5,Joint Pain,3,5,239,1,7,3,5,0
2,5,2,Cough,2,0,240,4,3,4,1,0
3,2,6,Fever,1,0,799,4,0,3,2,1
6,1,8,Fever,8,1,200,5,1,6,5,2
5,2,3,Cough,0,5,940,4,0,0,0,2
9,0,2,Anxiety,7,7,142,3,0,1,2,2
9,5,7,Inflammation,0,5,729,2,3,0,2,1
6,4,8,Stress,8,5,893,1,4,6,4,1
0,5,2,Fatigue,6,2,917,5,5,4,6,2
9,3,6,Headache,3,1,604,5,8,2,0,0
2,1,6,Indigestion,8,5,649,4,3,4,1,0
3,3,0,Stress,5,3,674,1,9,5,0,0
7,4,5,Indigestion,8,4,268,0,8,0,6,2
2,0,3,High Blood Pressure,2,6,601,4,0,5,2,0
6,4,6,Skin Rashes,5,0,942,4,5,3,3,1
1,5,0,High Blood Pressure,6,3,183,0,2,1,3,0
2,1,3,Anxiety,7,2,859,3,9,3,5,2
8,4,5,Indigestion,6,5,141,2,1,6,2,0
5,1,8,Headache,5,6,544,4,6,1,6,2
8,0,4,Headache,0,6,288,4,1,1,4,0
4,2,2,Anxiety,6,1,348,4,9,0,2,0
5,2,7,Stress,5,3,503,1,4,6,2,0
6,0,7,Cough,5,7,605,5,4,3,0,0
9,4,7,Headache,7,7,605,4,2,1,1,2
7,2,4,Fever,7,6,700,4,1,6,4,1
4,0,3,Stress,5,5,894,6,8,2,5,1
9,0,0,Inflammation,5,2,785,6,9,4,0,1
7,4,6,Cough,0,3,219,6,5,1,3,2
3,1,4,Fever,3,3,783,4,4,1,0,2
4,4,7,Breathing Difficulty,3,2,275,0,0,5,2,1
5,4,6,Indigestion,6,4,756,0,7,4,3,1
7,3,1,Indigestion,1,6,515,6,4,0,5,2
9,4,2,Joint Pain,8,2,894,5,7,6,6,1
0,5,3,Headache,4,3,819,3,2,1,0,1
1,2,7,Inflammation,7,7,367,3,4,1,2,1
0,4,5,High Blood Pressure,7,7,415,3,9,1,0,1
3,2,5,Cough,6,6,910,0,4,4,1,1
4,5,0,Stress,2,7,321,0,4,2,2,0
0,1,6,Breathing Difficulty,3,1,347,1,4,1,4,1
2,2,2,Skin Rashes,3,3,438,2,8,2,4,1
6,3,0,Headache,7,5,138,3,9,3,4,2
4,5,8,Anxiety,1,2,418,3,6,4,0,2
2,3,4,Inflammation,1,0,692,1,2,4,3,2
4,1,5,Breathing Difficulty,3,7,731,3,9,4,3,1
1,1,3,Fatigue,4,6,292,3,9,0,0,1
2,4,1,Inflammation,5,2,445,5,9,1,5,1
8,0,1,Stress,8,2,603,2,4,6,6,1
6,5,8,Joint Pain,6,6,259,6,2,5,1,1
8,0,0,High Blood Pressure,7,1,311,5,9,1,3,0
9,2,4,Headache,4,5,610,2,0,1,0,0
4,2,7,Indigestion,6,6,407,0,6,6,0,2
3,2,4,Stress,7,7,522,2,5,1,5,2
0,3,7,Fever,5,5,188,3,1,3,6,1
5,3,4,Anxiety,6,1,125,4,0,3,6,2
9,4,4,Skin Rashes,6,2,211,0,5,5,1,2
7,3,0,Breathing Difficulty,2,4,100,6,9,4,2,0
7,4,2,Anxiety,8,5,398,5,1,3,6,1
7,3,5,Joint Pain,7,0,557,5,2,1,4,0
1,4,2,Fatigue,4,7,435,3,0,6,3,1
